Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Multidrug-resistant Salmonella Typhimurium in four animal facilities.,/pubmed/16102313,"Wright JG, Tengelsen LA, Smith KE, Bender JB, Frank RK, Grendon JH, Rice DH, Thiessen AM, Gilbertson CJ, Sivapalasingam S, Barrett TJ, Besser TE, Hancock DD, Angulo FJ.",Emerg Infect Dis. 2005 Aug;11(8):1235-41. Review.,Emerg Infect Dis.  2005,PubMed,citation,PMID:16102313 | PMCID:PMC3320505,pubmed,16102313,create date:2005/08/17 | first author:Wright JG
The ethics debate in relation to xenotransplantation.,/pubmed/16110900,"Smetanka C, Cooper DK.",Rev Sci Tech. 2005 Apr;24(1):335-42. Review.,Rev Sci Tech.  2005,PubMed,citation,PMID:16110900,pubmed,16110900,create date:2005/08/23 | first author:Smetanka C
Leptospirosis--an overview.,/pubmed/16121811,"Dutta TK, Christopher M.",J Assoc Physicians India. 2005 Jun;53:545-51. Review.,J Assoc Physicians India.  2005,PubMed,citation,PMID:16121811,pubmed,16121811,create date:2005/08/27 | first author:Dutta TK
Drivers for the emergence and re-emergence of vector-borne protozoal and bacterial diseases.,/pubmed/16126213,"Harrus S, Baneth G.",Int J Parasitol. 2005 Oct;35(11-12):1309-18. Epub 2005 Jul 21. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16126213,pubmed,16126213,create date:2005/08/30 | first author:Harrus S
Safety issues in the exotic pet practice.,/pubmed/16129358,Johnson-Delaney CA.,"Vet Clin North Am Exot Anim Pract. 2005 Sep;8(3):515-24, vii. Review.",Vet Clin North Am Exot Anim Pract.  2005,PubMed,citation,PMID:16129358,pubmed,16129358,create date:2005/09/01 | first author:Johnson-Delaney CA
Fish-borne parasitic zoonoses: status and issues.,/pubmed/16143336,"Chai JY, Darwin Murrell K, Lymbery AJ.",Int J Parasitol. 2005 Oct;35(11-12):1233-54. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16143336,pubmed,16143336,create date:2005/09/07 | first author:Chai JY
Molecular epidemiology: a multidisciplinary approach to understanding parasitic zoonoses.,/pubmed/16143334,"Traub RJ, Monis PT, Robertson ID.",Int J Parasitol. 2005 Oct;35(11-12):1295-307. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16143334,pubmed,16143334,create date:2005/09/07 | first author:Traub RJ
Leptospirosis.,/pubmed/16148523,"McBride AJ, Athanazio DA, Reis MG, Ko AI.",Curr Opin Infect Dis. 2005 Oct;18(5):376-86. Review.,Curr Opin Infect Dis.  2005,PubMed,citation,PMID:16148523,pubmed,16148523,create date:2005/09/09 | first author:McBride AJ
Fascioliasis and other plant-borne trematode zoonoses.,/pubmed/16150452,"Mas-Coma S, Bargues MD, Valero MA.",Int J Parasitol. 2005 Oct;35(11-12):1255-78. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16150452,pubmed,16150452,create date:2005/09/10 | first author:Mas-Coma S
Epidemiology of fascioliasis in human endemic areas.,/pubmed/16153314,Mas-Coma S.,J Helminthol. 2005 Sep;79(3):207-16. Review.,J Helminthol.  2005,PubMed,citation,PMID:16153314,pubmed,16153314,create date:2005/09/13 | first author:Mas-Coma S
Transmission of Toxoplasma: clues from the study of sea otters as sentinels of Toxoplasma gondii flow into the marine environment.,/pubmed/16157341,"Conrad PA, Miller MA, Kreuder C, James ER, Mazet J, Dabritz H, Jessup DA, Gulland F, Grigg ME.",Int J Parasitol. 2005 Oct;35(11-12):1155-68. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16157341,pubmed,16157341,create date:2005/09/15 | first author:Conrad PA
The zoonotic transmission of Giardia and Cryptosporidium.,/pubmed/16159658,"Hunter PR, Thompson RC.",Int J Parasitol. 2005 Oct;35(11-12):1181-90. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16159658,pubmed,16159658,create date:2005/09/15 | first author:Hunter PR
Emergence/re-emergence of Echinococcus spp.--a global update.,/pubmed/16157340,"Jenkins DJ, Romig T, Thompson RC.",Int J Parasitol. 2005 Oct;35(11-12):1205-19. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16157340,pubmed,16157340,create date:2005/09/15 | first author:Jenkins DJ
The current status of zoonotic leishmaniases and approaches to disease control.,/pubmed/16162348,"Gramiccia M, Gradoni L.",Int J Parasitol. 2005 Oct;35(11-12):1169-80. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16162348,pubmed,16162348,create date:2005/09/16 | first author:Gramiccia M
Navigating parasite webs and parasite flow: emerging and re-emerging parasitic zoonoses of wildlife origin.,/pubmed/16168994,Polley L.,Int J Parasitol. 2005 Oct;35(11-12):1279-94. Review.,Int J Parasitol.  2005,PubMed,citation,PMID:16168994,pubmed,16168994,create date:2005/09/20 | first author:Polley L
Ectromelia virus: the causative agent of mousepox.,/pubmed/16186218,"Esteban DJ, Buller RM.",J Gen Virol. 2005 Oct;86(Pt 10):2645-59. Review.,J Gen Virol.  2005,PubMed,citation,PMID:16186218,pubmed,16186218,create date:2005/09/28 | first author:Esteban DJ
The arenaviruses.,/pubmed/16190589,"Jay MT, Glaser C, Fulhorst CF.",J Am Vet Med Assoc. 2005 Sep 15;227(6):904-15. Review. No abstract available. ,J Am Vet Med Assoc.  2005,PubMed,citation,PMID:16190589,pubmed,16190589,create date:2005/09/30 | first author:Jay MT
Sushi delights and parasites: the risk of fishborne and foodborne parasitic zoonoses in Asia.,/pubmed/16206105,"Nawa Y, Hatz C, Blum J.",Clin Infect Dis. 2005 Nov 1;41(9):1297-303. Epub 2005 Sep 22. Review.,Clin Infect Dis.  2005,PubMed,citation,PMID:16206105,pubmed,16206105,create date:2005/10/06 | first author:Nawa Y
TSE eradication in small ruminants--quo vadis?,/pubmed/16206923,"Buschmann A, Groschup MH.",Berl Munch Tierarztl Wochenschr. 2005 Sep-Oct;118(9-10):365-71. Review.,Berl Munch Tierarztl Wochenschr.  2005,PubMed,citation,PMID:16206923,pubmed,16206923,create date:2005/10/07 | first author:Buschmann A
Streptococcus suis infection.,/pubmed/16211137,"Huang YT, Teng LJ, Ho SW, Hsueh PR.",J Microbiol Immunol Infect. 2005 Oct;38(5):306-13. Review.,J Microbiol Immunol Infect.  2005,PubMed,citation,PMID:16211137,pubmed,16211137,create date:2005/10/08 | first author:Huang YT
Diagnostic procedures in tularaemia with special focus on molecular and immunological techniques.,/pubmed/16219088,"Splettstoesser WD, Tomaso H, Al Dahouk S, Neubauer H, Schuff-Werner P.",J Vet Med B Infect Dis Vet Public Health. 2005 Aug;52(6):249-61. Review.,J Vet Med B Infect Dis Vet Public Health.  2005,PubMed,citation,PMID:16219088,pubmed,16219088,create date:2005/10/13 | first author:Splettstoesser WD
"Rabies as a traveler's risk, especially in high-endemicity areas.",/pubmed/16225804,Meslin FX.,J Travel Med. 2005 Apr;12 Suppl 1:S30-40. Review.,J Travel Med.  2005,PubMed,citation,PMID:16225804,pubmed,16225804,create date:2005/10/18 | first author:Meslin FX
Molecular epidemiology of human cryptosporidiosis.,/pubmed/16252472,Cacciò SM.,Parassitologia. 2005 Jun;47(2):185-92. Review.,Parassitologia.  2005,PubMed,citation,PMID:16252472,pubmed,16252472,create date:2005/10/29 | first author:Cacciò SM
Public health risk from avian influenza viruses.,/pubmed/16252482,"Perdue ML, Swayne DE.",Avian Dis. 2005 Sep;49(3):317-27. Review.,Avian Dis.  2005,PubMed,citation,PMID:16252482,pubmed,16252482,create date:2005/10/29 | first author:Perdue ML
"Human Mycobacterium bovis infection in the United Kingdom: Incidence, risks, control measures and review of the zoonotic aspects of bovine tuberculosis.",/pubmed/16257579,de la Rua-Domenech R.,Tuberculosis (Edinb). 2006 Mar;86(2):77-109. Epub 2005 Oct 28. Review.,Tuberculosis (Edinb).  2006,PubMed,citation,PMID:16257579,pubmed,16257579,create date:2005/11/01 | first author:de la Rua-Domenech R
Overview of marker vaccine and differential diagnostic test technology.,/pubmed/16257545,Henderson LM.,Biologicals. 2005 Dec;33(4):203-9. Epub 2005 Oct 28. Review.,Biologicals.  2005,PubMed,citation,PMID:16257545,pubmed,16257545,create date:2005/11/01 | first author:Henderson LM
Variant Creutzfeldt-Jakob disease transmission by plasma products: assessing and communicating risk in an era of scientific uncertainty.,/pubmed/16262750,"Farrugia A, Ironside JW, Giangrande P.",Vox Sang. 2005 Nov;89(4):186-92. Review.,Vox Sang.  2005,PubMed,citation,PMID:16262750,pubmed,16262750,create date:2005/11/03 | first author:Farrugia A
Ethical considerations in presymptomatic testing for variant CJD.,/pubmed/16269554,"Duncan RE, Delatycki MB, Collins SJ, Boyd A, Masters CL, Savulescu J.",J Med Ethics. 2005 Nov;31(11):625-30. Review.,J Med Ethics.  2005,PubMed,citation,PMID:16269554 | PMCID:PMC1734042,pubmed,16269554,create date:2005/11/05 | first author:Duncan RE
Current advances in xenotransplantation.,/pubmed/16286250,"Cox A, Zhong R.",Hepatobiliary Pancreat Dis Int. 2005 Nov;4(4):490-4. Review.,Hepatobiliary Pancreat Dis Int.  2005,PubMed,citation,PMID:16286250,pubmed,16286250,create date:2005/11/16 | first author:Cox A
"Reemergence of monkeypox: prevalence, diagnostics, and countermeasures.",/pubmed/16288402,"Nalca A, Rimoin AW, Bavari S, Whitehouse CA.",Clin Infect Dis. 2005 Dec 15;41(12):1765-71. Epub 2005 Nov 11. Review.,Clin Infect Dis.  2005,PubMed,citation,PMID:16288402,pubmed,16288402,create date:2005/11/17 | first author:Nalca A
The ecology of emerging neurotropic viruses.,/pubmed/16287685,"Olival KJ, Daszak P.",J Neurovirol. 2005 Oct;11(5):441-6. Review.,J Neurovirol.  2005,PubMed,citation,PMID:16287685,pubmed,16287685,create date:2005/11/17 | first author:Olival KJ
Infectious disease: can we avert a lethal flu pandemic?,/pubmed/16303549,May RM.,Curr Biol. 2005 Nov 22;15(22):R922-4. Review.,Curr Biol.  2005,PubMed,citation,PMID:16303549,pubmed,16303549,create date:2005/11/24 | first author:May RM
Early qualitative risk assessment of the emerging zoonotic potential of animal diseases.,/pubmed/16308389,"Palmer S, Brown D, Morgan D.",BMJ. 2005 Nov 26;331(7527):1256-60. Review. No abstract available. ,BMJ.  2005,PubMed,citation,PMID:16308389 | PMCID:PMC1289329,pubmed,16308389,create date:2005/11/26 | first author:Palmer S
Dirofilariasis in Argentina: historical review and first report of Dirofilaria immitis in a natural mosquito population.,/pubmed/16310953,"Vezzani D, Eiras DF, Wisnivesky C.",Vet Parasitol. 2006 Mar 31;136(3-4):259-73. Epub 2005 Nov 28. Review.,Vet Parasitol.  2006,PubMed,citation,PMID:16310953,pubmed,16310953,create date:2005/11/29 | first author:Vezzani D
Adopting control principles in a novel setting.,/pubmed/16325356,"Wahlström H, Englund L.",Vet Microbiol. 2006 Feb 25;112(2-4):265-71. Epub 2005 Dec 1. Review.,Vet Microbiol.  2006,PubMed,citation,PMID:16325356,pubmed,16325356,create date:2005/12/06 | first author:Wahlström H
Southeast Asian tropical medicine and parasitology network.,/pubmed/16326132,Waikagul J.,Parasitol Int. 2006;55 Suppl:S297-300. Epub 2005 Dec 2. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16326132,pubmed,16326132,create date:2005/12/06 | first author:Waikagul J
A global research agenda for leptospirosis.,/pubmed/16333188,"Cachay ER, Vinetz JM.",J Postgrad Med. 2005 Jul-Sep;51(3):174-8. Review.,J Postgrad Med.  2005,PubMed,citation,PMID:16333188 | PMCID:PMC2270399,pubmed,16333188,create date:2005/12/08 | first author:Cachay ER
Epidemiology of human alveolar echinococcosis in China.,/pubmed/16338167,Craig PS; Echinococcosis Working Group in China..,Parasitol Int. 2006;55 Suppl:S221-5. Epub 2005 Dec 9. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16338167,pubmed,16338167,create date:2005/12/13 | first author:Craig PS
Veterinary public health activities at FAO: cysticercosis and echinococcosis.,/pubmed/16343986,"Eddi C, Katalin de B, Juan L, William A, Andrew S, Daniela B, Joseph D.",Parasitol Int. 2006;55 Suppl:S305-8. Epub 2005 Dec 15. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16343986,pubmed,16343986,create date:2005/12/14 | first author:Eddi C
Wildlife tuberculosis in South African conservation areas: implications and challenges.,/pubmed/16343819,"Michel AL, Bengis RG, Keet DF, Hofmeyr M, Klerk LM, Cross PC, Jolles AE, Cooper D, Whyte IJ, Buss P, Godfroid J.",Vet Microbiol. 2006 Feb 25;112(2-4):91-100. Epub 2005 Dec 15. Review.,Vet Microbiol.  2006,PubMed,citation,PMID:16343819,pubmed,16343819,create date:2005/12/14 | first author:Michel AL
Genetic variation in Taenia solium.,/pubmed/16352464,"Campbell G, Garcia HH, Nakao M, Ito A, Craig PS.",Parasitol Int. 2006;55 Suppl:S121-6. Epub 2005 Dec 13. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16352464,pubmed,16352464,create date:2005/12/15 | first author:Campbell G
Transmission dynamics of Taenia solium and potential for pig-to-pig transmission.,/pubmed/16352459,"Gonzalez AE, Lopez-Urbina T, Tsang B, Gavidia C, Garcia HH, Silva ME, Ramos DD, Manzanedo R, Sanchez-Hidalgo L, Gilman RH, Tsang VC; cysticercosis working group in Peru..",Parasitol Int. 2006;55 Suppl:S131-5. Epub 2005 Dec 13. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16352459,pubmed,16352459,create date:2005/12/15 | first author:Gonzalez AE
Regulation of rodent-borne viruses in the natural host: implications for human disease.,/pubmed/16355867,Mills JN.,Arch Virol Suppl. 2005;(19):45-57. Review.,Arch Virol Suppl.  2005,PubMed,citation,PMID:16355867,pubmed,16355867,create date:2005/12/17 | first author:Mills JN
Species barriers in prion diseases--brief review.,/pubmed/16355873,"Moore RA, Vorberg I, Priola SA.",Arch Virol Suppl. 2005;(19):187-202. Review.,Arch Virol Suppl.  2005,PubMed,citation,PMID:16355873,pubmed,16355873,create date:2005/12/17 | first author:Moore RA
Killing of animals for disease control purposes.,/pubmed/16358521,"Galvin JW, Blokhuis H, Chimbombi MC, Jong D, Wotton S.",Rev Sci Tech. 2005 Aug;24(2):711-22. Review.,Rev Sci Tech.  2005,PubMed,citation,PMID:16358521,pubmed,16358521,create date:2005/12/20 | first author:Galvin JW
Transmission ecology of Echinococcus multilocularis: what are the ranges of parasite stability among various host communities in China?,/pubmed/16361111,"Giraudoux P, Pleydell D, Raoul F, Quéré JP, Wang Q, Yang Y, Vuitton DA, Qiu J, Yang W, Craig PS.",Parasitol Int. 2006;55 Suppl:S237-46. Epub 2005 Dec 19. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16361111,pubmed,16361111,create date:2005/12/20 | first author:Giraudoux P
Present situation of cystic echinococcosis in Central Asia.,/pubmed/16361112,"Torgerson PR, Oguljahan B, Muminov AE, Karaeva RR, Kuttubaev OT, Aminjanov M, Shaikenov B.",Parasitol Int. 2006;55 Suppl:S207-12. Epub 2005 Dec 19. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16361112,pubmed,16361112,create date:2005/12/20 | first author:Torgerson PR
"Host range, amplification and arboviral disease emergence.",/pubmed/16358422,Weaver SC.,Arch Virol Suppl. 2005;(19):33-44. Review.,Arch Virol Suppl.  2005,PubMed,citation,PMID:16358422,pubmed,16358422,create date:2005/12/20 | first author:Weaver SC
Mathematical models for the control of cystic echinococcosis.,/pubmed/16364679,Torgerson PR.,Parasitol Int. 2006;55 Suppl:S253-8. Epub 2005 Dec 20. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16364679,pubmed,16364679,create date:2005/12/21 | first author:Torgerson PR
Rabies in Europe in 2005.,/pubmed/16371690,"Bourhy H, Dacheux L, Strady C, Mailles A.",Euro Surveill. 2005 Nov;10(11):213-6. Review.,Euro Surveill.  2005,PubMed,citation,PMID:16371690,pubmed,16371690,create date:2005/12/24 | first author:Bourhy H
Avian and pandemic influenza--five questions for 2006.,/pubmed/16371697,Nicoll A.,Euro Surveill. 2005 Dec;10(12):210-1. Review. No abstract available. ,Euro Surveill.  2005,PubMed,citation,PMID:16371697,pubmed,16371697,create date:2005/12/24 | first author:Nicoll A
Essential role of vaccines in brucellosis control and eradication programs for livestock.,/pubmed/16372886,"Olsen SC, Stoffregen WS.",Expert Rev Vaccines. 2005 Dec;4(6):915-28. Review.,Expert Rev Vaccines.  2005,PubMed,citation,PMID:16372886,pubmed,16372886,create date:2005/12/24 | first author:Olsen SC
Public health concerns in bat rabies across Europe.,/pubmed/16371689,Stantic-Pavlinic M.,Euro Surveill. 2005 Nov;10(11):217-20. Review.,Euro Surveill.  2005,PubMed,citation,PMID:16371689,pubmed,16371689,create date:2005/12/24 | first author:Stantic-Pavlinic M
Hendra and Nipah viruses: pathogenesis and therapeutics.,/pubmed/16375714,"Eaton BT, Broder CC, Wang LF.",Curr Mol Med. 2005 Dec;5(8):805-16. Review.,Curr Mol Med.  2005,PubMed,citation,PMID:16375714,pubmed,16375714,create date:2005/12/27 | first author:Eaton BT
Rift Valley fever virus.,/pubmed/16375716,"Flick R, Bouloy M.",Curr Mol Med. 2005 Dec;5(8):827-34. Review.,Curr Mol Med.  2005,PubMed,citation,PMID:16375716,pubmed,16375716,create date:2005/12/27 | first author:Flick R
Emerging influenza viruses: past and present.,/pubmed/16375713,"Kobasa D, Kawaoka Y.",Curr Mol Med. 2005 Dec;5(8):791-803. Review.,Curr Mol Med.  2005,PubMed,citation,PMID:16375713,pubmed,16375713,create date:2005/12/27 | first author:Kobasa D
"Taeniasis/cysticercosis in Papua (Irian Jaya), Indonesia.",/pubmed/16376603,"Margono SS, Wandra T, Swasono MF, Murni S, Craig PS, Ito A.",Parasitol Int. 2006;55 Suppl:S143-8. Epub 2005 Dec 22. Review.,Parasitol Int.  2006,PubMed,citation,PMID:16376603,pubmed,16376603,create date:2005/12/27 | first author:Margono SS
Avian influenza: an omnipresent pandemic threat.,/pubmed/16378048,"Perez DR, Sorrell EM, Donis RO.","Pediatr Infect Dis J. 2005 Nov;24(11 Suppl):S208-16, discussion S215. Review.",Pediatr Infect Dis J.  2005,PubMed,citation,PMID:16378048,pubmed,16378048,create date:2005/12/27 | first author:Perez DR
The importance of Mycobacterium bovis as a zoonosis.,/pubmed/16387455,"Thoen C, Lobue P, de Kantor I.",Vet Microbiol. 2006 Feb 25;112(2-4):339-45. Epub 2006 Jan 18. Review.,Vet Microbiol.  2006,PubMed,citation,PMID:16387455,pubmed,16387455,create date:2006/01/03 | first author:Thoen C
Towards eradication of bovine tuberculosis in the European Union.,/pubmed/16388921,"Reviriego Gordejo FJ, Vermeersch JP.",Vet Microbiol. 2006 Feb 25;112(2-4):101-9. Epub 2006 Jan 4. Review.,Vet Microbiol.  2006,PubMed,citation,PMID:16388921,pubmed,16388921,create date:2006/01/04 | first author:Reviriego Gordejo FJ
Ecology of the leishmania species in the Guianan ecoregion complex.,/pubmed/16407350,Rotureau B.,Am J Trop Med Hyg. 2006 Jan;74(1):81-96. Review.,Am J Trop Med Hyg.  2006,PubMed,citation,PMID:16407350,pubmed,16407350,create date:2006/01/13 | first author:Rotureau B
